ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.9016,235.2739,22113.6309,4.8085,338.6589,437.7377,8.9443,93.1378,3.5213,1
5.8792,205.4084,28452.9777,5.3568,317.0601,634.4689,11.3241,63.4739,2.1649,1
,279.0705,19232.5392,10.1179,295.8616,451.2127,21.5771,48.3557,3.9636,0
8.8488,181.2026,20582.6539,5.7739,399.8011,336.1751,10.6917,69.1601,3.6268,0
6.4068,176.564,26872.7775,7.4536,365.2455,480.147,19.2324,76.614,4.0649,0
5.8551,197.2901,24255.3117,3.8258,361.7841,426.4606,13.5234,40.1199,3.2757,1
7.724,205.9688,27762.3739,3.6868,366.1018,350.6397,14.2829,80.8756,4.7603,0
6.7983,240.8717,25344.2801,5.6235,292.8465,298.1336,12.4615,73.0977,3.2678,1
9.4261,196.6811,14055.0456,6.8072,225.7104,491.0894,11.9881,69.2057,3.7596,0
11.155,209.0798,31605.7418,8.6771,,753.0,21.0067,64.9802,3.5368,0
3.2545,205.0976,16680.6962,7.5054,,316.5955,10.4505,,2.662,1
8.3399,257.9413,24895.2469,6.8447,361.5325,512.8513,16.1049,66.9392,4.7492,0
8.5384,159.0413,19919.1316,7.0692,,410.2173,12.8829,42.6677,4.3564,1
7.0261,207.4364,31618.0532,8.8081,,374.467,18.0639,91.9515,3.6163,0
7.3334,257.7434,35256.2812,8.0592,275.6711,436.8749,22.3912,50.0,4.3198,0
8.9301,184.1116,4586.0843,4.4365,331.3745,326.7481,13.4163,53.1503,2.9127,1
7.4533,251.2427,22829.7093,8.9831,338.0728,515.804,12.6044,76.6865,5.3413,0
6.4017,197.4969,18862.0162,7.4852,387.3524,474.4157,14.7605,69.081,4.9826,0
,204.886,31384.1253,6.1139,,464.8477,6.7827,50.6505,2.4832,1
6.3229,205.5084,21112.2735,7.1582,343.6214,484.4751,14.2557,73.6556,3.6064,1
8.2167,152.3459,17890.998,5.8022,318.8233,435.7097,13.1299,56.1994,2.6084,1
5.6585,199.2032,6703.9464,7.1207,427.5044,472.7683,12.9454,54.6582,3.9256,0
7.3122,241.1891,32091.0559,8.252,,371.8643,12.3376,57.3849,4.4822,0
8.6785,168.6408,30319.6871,3.8303,303.3488,452.3634,10.247,64.3759,4.2526,1
7.1966,199.5857,19746.7571,6.5556,,334.6106,13.6036,39.7672,2.792,1
7.4197,190.4027,19196.8041,7.0196,358.3664,361.4764,20.0332,85.7738,4.0993,0
5.2092,259.2273,18145.0357,7.19,,472.6069,19.9443,55.199,3.9428,0
6.8402,197.3037,27142.4108,8.7697,315.8195,430.8408,17.4727,80.023,5.3036,0
,190.2364,28181.8926,5.1543,340.7466,439.7433,8.2081,56.1585,2.9138,1
,229.0129,19031.7555,6.0663,,507.3405,18.0436,104.1278,4.2091,0
6.3842,215.7404,31076.9884,5.7344,342.3977,455.6823,9.0247,66.4636,3.6496,1
4.8659,270.3521,21646.9369,7.2265,,518.8134,14.3641,62.458,4.3336,0
,185.7887,10028.8226,5.9548,,482.8065,16.9618,55.1489,3.9315,1
9.9811,200.7907,35360.6681,7.7718,369.148,430.4369,13.888,96.2231,5.0883,0
5.4852,201.3737,23935.1484,7.9474,351.3573,345.0424,14.6867,53.5905,3.2623,0
8.6508,128.0979,30336.4467,6.716,334.6442,399.7349,14.3568,64.7152,3.0117,1
5.7981,157.0043,8769.133,7.9552,,453.4442,16.3269,58.4804,3.9209,0
6.5751,173.2273,39561.9025,11.3819,337.2598,336.3714,17.7798,83.997,5.1707,0
,204.5668,30705.032,5.5754,379.6022,455.7833,9.4497,59.8193,3.759,0
6.8525,211.5554,24950.2379,7.7348,384.6077,408.3397,25.166,90.1619,6.3564,0
2.8712,196.4512,20907.0274,13.0,,350.4583,10.6097,84.0841,3.0637,0
3.8698,171.575,16449.556,10.7534,,523.3328,16.2673,80.3273,5.0303,0
6.3661,215.973,16967.8579,4.6471,428.9097,333.9176,17.9721,67.6518,3.2664,0
4.9349,194.5144,28712.1771,8.7754,319.8633,628.163,13.6153,85.643,4.7572,0
10.4147,196.2281,29331.7905,5.8856,331.2208,426.5151,12.874,65.6465,3.1024,1
3.5558,211.9069,28129.7379,10.7962,260.1279,468.3526,17.8072,88.344,3.7344,0
3.8268,249.5716,31098.497,8.4364,304.994,480.4051,17.3784,92.0415,4.4097,0
5.1892,181.6057,14104.2049,6.3566,346.3882,295.6634,10.7092,56.3639,1.5,1
,191.1363,23231.6112,8.5062,356.6398,510.248,13.9552,80.4571,3.6041,0
6.4607,244.835,13318.0565,7.3949,,475.6124,14.5106,81.8385,4.5247,0
6.7363,202.722,10470.0409,5.9358,284.3345,453.076,9.6159,46.0391,3.745,1
6.737,154.6189,6945.5573,8.149,381.9498,406.6687,11.4049,69.8951,3.0633,1
6.0493,207.777,29350.2785,6.2277,357.0334,243.8956,11.5263,56.7046,3.9669,1
7.3198,203.6128,34934.3356,9.4556,,537.9647,16.0162,71.8158,5.9036,0
5.3516,187.2447,19740.793,7.3691,,419.6861,11.4215,63.3941,3.3617,1
8.9891,172.0469,8515.8837,5.8261,289.9841,641.4216,11.858,66.5933,4.667,1
,169.4923,33290.3705,7.9304,387.9071,495.4022,21.0181,58.6488,4.5444,0
,155.1186,13609.052,4.2204,384.8649,387.4231,7.5119,97.5486,3.7316,0
,231.3004,24479.7446,7.5365,297.3272,341.7118,11.6158,84.6916,4.2213,0
5.7803,182.78,4518.6682,4.6395,330.7025,504.0678,11.4085,55.6153,2.5785,1
8.3397,143.4546,20347.4934,6.8893,,411.58,10.4,83.3435,4.2465,1
8.2185,166.8796,31045.3211,10.0517,352.8814,511.5482,12.4707,62.7364,4.7282,0
8.3085,224.7814,13250.577,8.9035,288.073,429.0884,14.3704,54.9014,3.7378,1
8.9659,143.7159,25088.8452,6.6367,325.2551,398.2722,12.6296,76.1778,3.3551,1
9.3051,204.6192,17955.3288,7.7813,303.9135,368.2176,15.5508,59.3257,3.1584,1
,160.2491,15182.592,7.1231,314.2748,567.3817,9.2304,71.8363,3.7634,1
5.8536,166.5653,16211.7772,7.1441,312.2506,374.5712,12.1909,38.6161,2.7934,1
4.6963,203.1903,22986.1599,8.2529,337.3639,411.9876,15.6474,60.2745,4.0513,0
6.9225,261.2321,25158.8065,5.8128,313.3278,585.8389,18.2525,76.2279,4.7833,0
8.1679,205.1677,22156.9184,7.0346,357.6867,339.2511,16.77,54.1579,3.805,1
6.3457,204.7637,25167.5363,8.4771,,372.7154,17.2316,74.1848,5.3612,0
8.7134,175.3444,9102.2402,7.6657,,468.6954,13.882,74.551,3.7582,0
7.4902,114.27,28775.7169,8.8943,332.5705,426.0673,10.9284,112.3582,3.8288,0
7.8959,217.4611,14996.7307,9.9185,,538.6992,15.1466,78.8679,4.4541,0
,210.5082,20003.661,8.0544,388.3603,291.8298,15.1206,62.9405,4.3294,0
8.5882,177.3701,26584.9188,8.4794,389.5197,361.6416,19.34,93.6982,3.6747,0
7.4912,227.1296,28961.3399,4.8582,335.5267,393.4,13.5879,67.3019,3.4386,1
,260.6201,29873.8999,7.1037,351.4566,383.1135,19.9402,71.7605,4.3761,0
6.7008,182.7295,21236.8429,8.9255,,355.8196,23.1182,56.1455,3.9411,0
8.6114,130.9323,15670.4802,5.7866,369.2828,458.9954,12.9127,59.575,2.3338,1
6.9264,205.4235,22239.6959,7.449,,378.2566,15.115,84.3399,4.3878,0
,234.4886,26233.8722,6.5964,403.1043,558.5597,18.4584,68.7092,6.3297,0
9.9949,190.3999,12646.0539,10.8696,394.5622,533.7844,18.5757,79.2714,3.913,0
7.9163,236.0804,22591.7678,5.3236,332.878,481.4793,12.677,67.6998,3.731,0
,242.823,33990.3051,7.9098,369.3072,387.1464,18.6161,77.0628,4.3603,0
9.1282,146.9227,9402.9412,4.0537,279.7889,358.5929,12.3515,65.3691,3.8169,1
8.7539,173.1763,11298.3881,10.249,313.4355,400.6157,11.8773,60.8017,4.5904,0
8.5772,180.3392,16915.4996,6.0878,268.1189,485.9771,10.5205,42.3465,3.5826,1
,198.9655,27103.6217,7.2667,233.8315,485.8957,12.561,77.9686,4.6014,0
7.7848,182.6085,25175.0698,6.882,341.495,431.0085,12.9637,52.8014,3.4767,1
7.3399,233.8659,36558.8686,8.1885,370.5325,503.3972,11.2007,48.0082,3.5585,1
6.7533,143.5091,35853.0411,6.5139,353.7482,443.4921,15.4809,95.2764,4.4792,0
,174.0349,11727.3635,6.7793,311.5867,391.7605,9.8294,52.623,2.4005,1
4.7229,228.4236,35223.3048,8.2361,,458.292,11.3447,70.4306,5.3725,0
7.5155,127.6656,26015.7267,6.0575,395.9574,445.4873,12.5346,68.4188,3.6815,1
7.3029,212.533,13493.2463,7.2278,381.6549,426.9791,13.0374,52.5072,2.771,1
5.5461,155.0627,21924.442,9.4366,270.7635,483.2596,11.6557,84.3963,5.544,0
7.8783,188.4787,30945.1794,7.1819,364.7908,385.8394,17.9209,,6.1395,0
6.5059,231.2949,33842.6638,4.7334,326.2627,439.6558,10.7292,55.5699,2.6419,1
10.1986,228.0876,20527.7032,7.1372,,364.5498,6.8338,76.5895,2.6099,0
9.745,180.9319,29427.6566,5.8631,,468.1121,16.5982,62.653,4.1084,0
7.1249,190.5405,18905.3335,8.0134,336.9587,381.7696,6.2827,71.3535,5.5173,1
6.5571,249.9536,12373.195,8.6806,291.3875,407.8314,12.2043,67.3046,5.4952,0
8.0743,187.2117,21264.8228,7.2888,291.8805,475.0089,12.7689,48.6616,4.4317,1
7.7762,197.716,31060.4628,3.6214,,477.5803,8.2465,62.6357,3.9027,1
10.1725,165.6703,45594.5697,8.4403,336.639,418.0686,11.2198,104.5949,5.0323,0
6.5986,151.6291,11430.4729,8.4676,297.451,367.8893,9.4875,74.2948,2.9346,1
,225.9956,21363.0838,9.4761,365.9779,465.7281,13.7604,93.0007,4.0326,0
7.0655,212.642,16797.0664,7.8119,358.2092,643.3489,10.828,70.5025,4.7674,1
6.8504,195.7473,14193.3886,5.2748,300.2113,454.7056,7.8867,57.1557,3.7039,1
7.74,231.0263,40501.9698,9.5466,,522.7897,12.6845,79.8892,4.1403,0
5.1808,230.949,29777.5168,9.3857,371.3277,389.2646,13.2152,92.2259,4.1741,0
4.8569,130.9449,14806.4022,6.5047,332.2784,343.7771,9.0203,31.6935,3.633,1
5.1858,226.2626,30616.7309,7.8411,,676.2307,16.9115,76.7345,5.6684,0
9.4024,185.912,19278.333,7.6919,273.1041,541.5274,22.3443,89.2937,4.7853,0
5.9671,237.6952,13832.3467,6.6035,314.8979,458.8108,11.9407,75.6945,2.9991,1
7.7086,241.469,20384.2447,4.3796,,333.4197,15.6608,54.561,4.9516,0
6.5801,172.3219,22536.3619,5.5282,347.8028,520.2461,13.8966,,3.1407,1
,144.019,16724.4487,4.8736,262.0181,215.8534,12.6272,32.2274,3.4869,1
5.6181,206.8182,9798.5848,8.9337,249.8189,586.3715,12.5552,83.0656,2.8758,0
4.7714,232.5559,30120.809,7.0199,255.1286,440.2685,9.732,,2.4628,1
3.5222,145.377,32657.8198,7.131,308.8858,488.2065,13.2484,,4.0577,0
4.6868,242.5944,41096.7308,8.5214,305.1701,386.6737,22.6326,64.5717,3.6739,0
7.4023,215.3741,19657.5995,6.9034,374.0673,327.1325,12.0882,71.7421,3.3787,1
8.3683,185.0559,40881.3649,10.4808,283.1298,538.6178,14.8765,61.6549,5.0557,0
6.8017,188.2052,23891.1363,6.7344,261.3333,305.7886,16.0823,77.756,2.1746,1
5.645,191.5359,18318.1242,3.6369,289.3053,452.341,12.0044,47.7865,4.1704,1
7.7394,194.2339,25266.439,7.7398,387.4021,462.8903,18.5083,80.7325,4.934,0
4.2598,163.5557,19244.6967,7.2907,294.7938,317.4234,11.0398,59.1951,4.6037,0
6.22,160.1841,20494.1645,6.4588,,426.6594,11.798,53.1576,4.5806,1
5.3929,209.3628,29387.1072,8.1738,,354.2172,17.4116,62.7563,6.033,0
8.5833,162.4562,21348.6058,5.197,355.1069,426.1304,9.2157,,3.1618,1
,210.7961,42814.5492,7.0645,322.7005,539.512,14.979,77.5866,4.7377,0
8.5405,182.0605,12561.7417,7.1512,344.9696,512.8829,16.1526,,4.0792,0
8.5067,197.0385,25572.3615,7.4214,364.6077,565.632,23.4313,89.1276,4.2856,0
5.7344,179.1914,29543.7474,7.1807,323.8617,412.7341,21.5787,59.3379,4.3682,0
7.6944,189.0983,22440.2674,7.5622,,312.4113,12.3103,86.2505,4.7321,0
6.7216,219.2006,21376.7674,7.2226,415.2503,420.9729,17.6588,106.7225,3.5986,0
7.6423,203.7342,10240.8021,5.8686,320.1947,442.7783,10.4299,44.7628,3.6841,1
9.0607,230.7974,10477.1786,8.109,382.2574,417.5134,15.2691,86.0314,3.8051,0
6.3409,115.3657,18107.3211,7.7999,,383.5593,9.1039,52.2546,3.9477,1
6.6613,221.7695,18728.5304,11.5564,316.3971,446.1332,18.1874,50.0,4.7424,0
6.7882,182.1202,20505.4921,5.2085,302.0025,383.5233,13.9073,90.0003,4.4588,1
,224.3162,29749.5031,7.521,,528.8608,14.0814,50.0,4.8776,0
5.9528,158.208,31106.9154,7.8289,294.5221,418.4616,10.819,49.4689,3.3166,0
6.09,199.8616,27007.4508,6.203,294.6241,513.8998,20.09,40.6706,5.6156,0
6.9916,132.8413,22400.0594,7.3407,,513.1877,17.6989,98.4645,5.5542,0
8.5241,171.8745,19120.2245,6.8404,,473.6026,16.5009,81.3461,3.7582,0
9.9943,226.6246,26530.3059,5.8651,,539.4889,7.919,51.8352,3.0426,1
5.1039,179.0348,18964.7136,5.966,291.5408,257.0239,14.3681,46.2477,4.3467,1
,168.7085,12800.9613,6.0441,364.6779,422.0745,13.284,75.6541,5.4991,0
5.0545,232.8657,27689.1439,7.373,381.5376,412.8677,10.4152,47.1053,3.6779,1
9.5468,177.547,18652.7954,7.8382,,477.195,19.3487,49.7273,5.1707,1
6.6146,206.5016,19293.5894,10.4417,,358.8923,21.687,62.1622,4.8117,0
4.5792,188.5573,11089.1196,4.374,375.5414,391.5238,13.4491,63.8086,3.1838,1
,228.5589,34674.9344,7.5551,337.6498,300.9692,18.8965,66.5059,3.5709,0
6.1377,201.3746,15241.9579,5.0769,282.9269,373.8543,9.8112,81.5098,2.9247,1
8.0454,218.7011,14056.7711,7.0503,322.2282,535.4255,13.7731,75.8103,2.8167,1
5.6497,220.4744,22891.2734,6.5179,395.5405,477.8905,11.6983,90.0348,3.3663,0
6.0223,187.1553,26910.0991,3.6819,305.4292,397.3969,17.6315,56.5688,4.9858,1
7.771,182.0086,19777.3256,7.3868,,502.562,15.5213,56.954,5.2048,0
,219.6495,23435.0213,5.8091,318.8157,530.4699,6.0544,61.5308,4.6895,0
,162.6157,13787.0899,7.2345,329.0135,616.4766,5.4516,75.1611,5.6307,1
8.2174,273.8837,11425.3008,7.7557,,380.242,9.6966,66.3919,2.8556,0
,201.3822,26809.5904,5.6535,277.3207,425.0861,14.147,51.8298,2.9577,1
,181.2716,16476.1192,6.6315,357.9618,409.8597,17.0591,80.5921,5.2532,0
,195.3608,38701.7176,6.637,,352.7127,14.3205,48.0154,2.6257,1
7.0528,141.5234,22058.435,7.0705,282.7469,463.6682,14.1414,58.964,3.6022,1
5.9,186.4858,10374.8273,7.7872,332.8562,649.672,17.8784,55.5898,5.5118,0
5.7171,185.1892,20785.41,5.903,232.4037,325.1302,7.845,54.5948,3.2193,1
6.6791,196.4757,11636.5994,8.5198,354.197,546.7904,14.7434,48.3053,2.8718,0
,212.1921,22386.6065,8.2496,,584.7234,15.402,106.8621,3.5635,0
6.3226,184.5549,7796.4557,3.7768,,463.8573,11.9572,85.0,3.9405,1
5.9412,165.7186,16258.1756,7.7566,,440.2939,10.2576,43.7648,5.0164,1
,172.4222,21735.4038,4.8995,248.0938,441.1319,13.6081,80.1479,3.4106,1
7.4108,244.9546,27179.9683,7.9675,335.9226,434.1938,22.2378,51.5418,3.3068,0
,220.9101,21677.8502,9.255,,414.6121,19.9382,76.0416,4.0792,0
8.2104,154.5438,29804.2952,4.809,341.1765,439.87,9.8185,36.9208,3.011,1
6.7967,224.8852,23929.1807,6.7071,,373.1157,16.5878,70.4647,3.5387,1
7.8281,166.8498,34140.5512,6.9377,373.8833,389.6822,13.2801,39.6278,3.3935,0
7.7389,194.7008,40634.9247,7.5457,382.8869,349.2768,9.3136,51.905,2.8878,1
10.5,174.5434,18092.597,6.5452,,545.9915,9.9249,52.5018,4.515,1
9.3492,226.3713,22167.2259,6.4989,,339.1027,16.3777,76.2042,3.3818,0
,226.61,20341.3164,5.4202,349.7142,293.8853,16.1103,97.1556,4.7543,0
,182.9185,10415.4426,7.2605,264.2197,462.3764,16.2596,100.1284,4.7093,0
7.9271,217.8224,22847.6707,6.9099,316.1017,336.6425,8.3649,80.6705,4.1188,0
,222.5542,37166.3918,7.6323,247.554,426.4355,16.1571,73.5727,4.2934,0
8.8638,223.8081,11403.1163,7.5859,391.7385,406.1164,19.7082,79.411,4.325,0
6.411,184.5478,33167.1235,8.5008,336.8338,414.373,17.0513,75.7691,4.3087,0
6.1326,164.7523,18500.532,8.7963,367.1655,349.6077,17.582,73.1335,4.4907,0
,244.0858,18999.7632,9.4877,,452.0457,12.0971,78.578,4.5534,0
5.8797,172.07,21186.6667,7.4632,288.7869,412.8027,12.7935,48.8648,2.7028,1
6.4781,143.5312,6789.2094,4.0899,348.1012,375.1869,6.5033,61.2812,3.3258,1
5.3174,202.5462,13568.3745,7.1075,321.6821,341.1499,12.6861,47.1017,3.6499,1
6.1184,203.8081,9595.4346,6.8561,274.1238,377.3972,9.6123,49.493,3.6225,1
7.2503,195.4662,38798.9693,6.3144,,457.6271,19.2437,64.3875,4.7833,0
7.6744,232.7349,16330.0226,7.3112,298.4756,480.2776,17.4946,66.0689,5.0719,1
6.3571,210.4409,13036.8524,5.9256,,334.3231,5.9637,68.7758,2.9295,1
6.0736,219.6868,27683.2804,7.126,361.8748,515.4535,22.9531,,4.3027,0
7.9437,240.447,29728.3457,8.203,466.3889,446.8238,11.2699,96.2726,4.4918,0
8.6943,167.7494,32648.6137,7.7317,371.3715,410.5952,12.8883,62.0086,3.8481,0
5.9443,168.1462,22348.3116,5.8489,297.1247,449.4307,17.298,82.2416,3.2765,1
8.417,149.7362,26430.0208,5.4251,342.0122,462.4097,10.2754,80.6857,3.8295,1
7.2232,153.9158,13783.7736,9.2124,349.7707,453.2361,19.7255,70.882,5.2279,0
3.7935,204.6452,19022.5778,7.7446,386.1908,504.3298,11.9153,67.6355,3.2725,0
,197.4176,14260.092,10.1422,334.3182,537.0778,16.8045,69.057,4.478,0
6.3603,157.716,39567.7138,6.9672,,411.9379,12.9515,71.6908,4.3894,0
5.4501,168.051,17649.2227,6.4668,,307.5862,5.354,72.622,2.2311,1
,160.7763,15454.1032,5.4609,,397.9357,13.5487,70.214,2.9704,1
,162.6045,21470.7933,5.9943,,554.8721,17.3038,102.5826,4.235,0
8.4288,238.8893,28736.1238,7.7927,205.7547,392.6143,16.6755,57.2072,2.5538,1
5.0289,228.2617,20904.5539,7.0772,,430.3872,9.7288,44.4915,1.8486,1
4.0295,135.0079,21042.3351,5.7012,,520.698,15.3569,66.5833,5.2348,0
,158.8415,33359.4594,8.2586,,614.9551,10.9737,89.6146,3.296,0
6.4341,169.1265,34452.8727,6.9511,373.133,464.2388,15.3927,74.2068,3.5529,0
6.2882,193.2233,22277.1181,7.3765,304.815,393.884,9.5822,79.7594,3.1578,1
,108.3902,23516.5923,5.5608,,473.9024,12.9937,68.0055,5.1063,0
8.152,216.6566,3660.7025,7.7356,314.9347,354.9652,22.038,48.2861,4.2691,0
,204.8219,15476.6701,7.1713,298.1704,373.7492,6.9425,58.4536,2.5438,1
4.7913,180.3911,17874.1914,7.5975,367.6514,405.8035,8.1605,42.0861,4.0165,1
,160.1167,27110.5954,7.7517,,434.7709,13.6257,62.8653,3.9517,0
,239.2882,19289.3717,6.8971,277.944,414.2545,14.4942,54.4258,4.9382,0
6.9015,202.39,12731.8853,5.557,309.4127,426.3855,11.7059,77.8287,4.3754,1
6.7839,190.9009,27507.1245,6.8229,280.4614,246.6232,15.5063,64.5848,3.2315,1
5.3409,199.5628,23153.2785,6.1881,347.8318,519.3232,17.5545,80.0776,5.0119,0
7.0112,171.2105,21627.6842,6.4296,252.7731,399.399,16.6244,73.2625,2.9948,1
5.9987,165.851,1551.7644,6.2682,263.0057,335.7968,10.0548,77.4601,3.6063,1
5.2994,199.7854,9772.6614,9.5801,368.408,320.2988,15.7893,74.6556,5.4471,0
6.9797,186.8099,17355.359,8.0,357.4587,366.2719,7.854,52.4757,2.5773,1
7.5639,223.1163,10215.7398,6.5484,283.5637,315.4701,15.7237,52.4639,3.1772,1
8.1264,235.4531,15286.4856,7.7765,,493.6228,19.5041,78.6574,3.7637,0
6.6833,204.4279,22705.6917,10.0965,389.3118,388.9154,16.3652,81.7037,3.3704,0
5.3766,212.5656,22102.0497,4.4786,306.408,408.7094,14.0632,54.7578,3.9876,0
6.0502,186.9971,37645.4721,10.5936,298.9191,519.893,18.6725,70.1026,3.6427,0
2.421,173.6315,9400.0962,7.5684,301.4024,529.0535,17.8322,54.7398,5.0279,0
7.3813,175.7725,41922.3327,9.2015,385.4452,367.3589,17.6639,109.2082,4.6445,0
,179.0003,25789.8245,9.7971,,572.0043,21.6225,56.5131,4.841,0
6.3192,165.7027,17699.7822,5.0,307.4207,347.5731,16.6458,87.6492,4.677,0
7.5954,190.8784,27375.4759,10.2786,300.2769,393.1487,20.6936,81.2702,5.7215,0
5.8099,226.6204,29096.0579,7.6993,297.3163,318.851,20.4814,69.719,5.2403,0
4.6722,205.4627,14512.0992,5.268,411.0113,467.3621,12.133,30.9438,3.8199,0
7.5861,218.5693,32984.4579,7.6246,,468.1506,21.3241,79.8665,4.6439,0
3.5345,194.244,8685.5793,6.1812,409.7078,443.3835,12.1453,,4.1578,0
7.8621,242.8628,26222.5858,7.475,329.3446,413.9248,18.9192,81.1387,3.7151,0
6.9683,150.7014,29626.076,9.7734,425.4449,470.7075,13.6943,59.0518,4.8363,0
7.4172,192.7842,27325.3851,7.0151,328.1125,457.975,15.6522,96.5073,4.2176,0
8.5876,216.5539,30028.3152,10.6554,324.7677,458.6984,15.6016,60.8386,4.7863,0
6.1548,207.1354,31958.3171,8.1394,288.6447,289.4071,11.2278,85.7403,3.7627,1
,147.542,4629.82,3.93,314.4812,425.9257,13.6769,82.4111,4.2397,1
,241.1613,26397.7412,8.3285,408.2334,544.9321,14.7124,84.1024,6.1612,0
7.9594,219.3532,16689.8633,6.8572,265.7994,517.7711,20.5882,66.6247,3.2319,0
7.4284,182.3355,20431.9262,8.0198,330.5597,418.4805,14.0913,61.4838,3.6724,0
5.7787,145.6923,14188.2957,6.6894,261.421,401.9911,10.9883,36.6612,3.2672,1
7.6775,173.3488,10969.201,9.9391,356.4554,481.6549,17.5958,98.5835,5.9606,0
7.0134,186.2448,23336.0391,3.585,270.499,429.1573,15.4188,97.7179,3.3792,1
,215.5024,14955.0638,4.7353,,564.6228,16.2299,47.1215,2.8198,1
6.5321,161.0639,21931.9159,6.8696,267.794,431.5964,10.5401,59.8073,3.2388,1
8.7025,161.074,17412.1342,9.7264,,432.3066,4.9356,67.5902,3.7119,1
7.1926,193.7853,19131.9454,5.0874,,313.5609,10.5143,50.3913,3.3998,1
5.8951,241.3726,33233.2386,9.4283,,395.9432,21.12,89.1264,5.0612,0
7.7988,255.0981,13562.7935,4.9081,323.5864,242.5647,11.3041,49.3864,4.1095,1
,205.2332,37691.4343,7.0827,311.4021,420.1503,17.149,55.03,4.2719,0
6.2291,238.8541,20887.091,6.9774,337.3437,490.6581,10.5794,80.9377,3.8468,1
8.8314,188.5644,13972.4427,6.1875,360.9431,541.4677,15.9347,69.3416,3.8726,0
3.5633,174.4181,22189.4425,4.3797,295.6052,393.6803,10.2117,58.4181,3.7629,1
7.2695,123.4496,29980.3235,6.3451,308.007,536.8592,10.3061,66.2523,2.2178,1
7.5131,165.3495,37235.1641,12.7042,,415.766,11.4193,56.3003,4.6239,0
10.2923,153.1593,26803.3069,8.0068,317.8949,485.8017,11.8457,92.1434,4.03,0
8.1074,172.4528,9794.4304,2.0744,390.9327,351.0253,12.893,45.5502,2.2872,1
7.3307,164.0952,11906.1279,4.7832,326.7264,499.2609,9.5433,53.008,3.3653,1
4.309,184.5565,14957.912,6.3635,276.8233,255.2603,8.1399,66.96,3.1546,1
7.0551,143.0366,16745.7108,10.0632,389.542,356.8977,14.1341,74.3383,4.0382,0
7.5188,250.2464,29267.269,5.1246,,347.008,17.3727,93.4533,4.588,0
7.7545,243.759,24859.9508,8.7981,325.8381,379.0005,10.9574,79.6078,4.532,0
6.5346,139.2128,30826.3282,7.2807,287.8818,447.3964,12.5216,54.2774,3.5153,0
7.2765,199.394,32704.0551,6.541,320.5134,423.0,11.9343,44.9151,3.5302,1
8.4741,204.6078,18214.7223,3.9607,326.8249,376.2589,16.8779,62.1293,4.2555,0
,228.1443,28947.4479,8.8088,375.7429,502.6037,15.2095,66.5804,3.2848,0
8.2508,204.2629,16231.9818,5.896,311.3364,314.1146,13.9348,43.0613,3.1447,1
6.3713,148.9942,13920.2677,6.9837,318.8886,489.9926,11.0669,57.715,4.0256,1
5.2889,146.6789,28402.6038,9.1883,366.6675,329.9155,17.8177,67.9967,4.8997,0
6.7704,169.9496,15900.9185,5.5527,355.7721,330.0188,11.9714,84.3377,2.8049,1
7.7327,151.2175,17924.0287,11.0812,299.785,418.8391,18.8437,65.2442,4.6143,0
6.7687,210.8621,23591.5683,5.9005,368.9705,520.2803,6.556,58.1968,4.0955,1
10.5,147.5132,29841.8498,3.4953,319.7739,434.9627,11.9637,70.7986,3.4826,1
5.4087,198.8123,12639.7635,7.5406,362.3674,450.2354,20.741,,4.6474,0
4.5171,181.3588,24592.0659,4.8594,,408.8488,5.8237,56.2423,4.2785,1
7.3743,262.2754,38113.714,5.4703,338.531,365.2691,13.2947,81.607,3.3422,0
8.6612,160.6306,35180.442,8.6868,,381.4508,17.8133,83.8285,5.1245,0
3.6564,176.3461,12700.3654,6.8795,253.5528,257.4709,15.3256,65.5057,5.4161,0
5.6677,165.2073,34388.6517,5.7352,,394.9545,10.416,77.3438,3.7898,0
10.0085,178.7102,20495.1532,7.7562,398.426,382.8932,16.0147,86.8373,4.7261,0
7.3212,129.3008,41940.6944,7.4375,389.8535,543.5121,14.737,88.2783,3.7608,0
6.2627,183.5714,13185.5671,7.7998,324.3131,431.9502,15.344,63.0477,4.1312,0
,202.8456,41947.3041,6.7897,,316.5047,15.9317,63.2251,3.9528,1
,221.7344,14907.7774,8.01,363.4537,345.9007,11.9563,66.7582,3.6836,1
6.4166,138.2734,28731.5305,9.73,345.4079,477.3574,18.4575,79.6962,4.3239,0
,192.4656,40649.2465,6.8032,361.1563,410.6376,16.333,60.0644,4.303,0
3.3373,238.0304,17442.879,8.5296,,476.8434,16.7041,68.7696,3.9953,0
,151.0235,11028.1564,6.902,381.752,486.9518,9.1432,49.6957,2.504,1
5.5806,215.4884,18664.8211,4.461,,433.2856,9.3804,45.972,2.9906,1
,184.889,25820.1927,9.0229,367.9736,279.1157,18.6395,75.1249,5.1786,0
4.8903,228.6177,38986.4941,6.3977,,502.7072,10.5832,58.6335,4.6531,0
9.5868,135.1039,14636.7537,6.9561,335.5334,531.9592,13.3958,94.0815,6.9,0
8.1608,164.9181,20133.4095,5.7038,295.6297,333.4462,16.3292,54.4621,4.4688,1
5.8245,203.1022,16998.6442,7.847,384.2846,551.415,12.528,,2.8969,0
6.1806,255.8867,22748.8273,8.3119,298.8208,438.6409,10.4785,53.3689,3.6412,1
6.0564,156.5786,14957.9059,6.3624,356.1835,411.1678,9.6579,,3.3575,1
